PreciseTimeStamp,e2EDurationInMilliseconds
15:00.0,124
15:00.0,140
15:00.0,109
15:00.0,125
15:00.0,125
15:00.0,109
15:00.0,140
15:00.0,124
15:00.0,125
15:00.0,124
15:00.0,124
15:00.0,125
15:00.0,125
15:00.0,124
15:00.0,140
15:00.0,109
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,140
15:00.0,125
15:00.0,124
15:00.0,125
15:00.0,124
15:00.0,124
15:00.0,124
15:00.0,124
15:00.0,124
15:00.0,125
15:00.0,124
15:00.0,109
15:00.0,125
15:00.0,124
15:00.0,125
15:00.0,124
15:00.0,156
15:00.0,125
15:00.0,171
15:00.0,125
15:00.0,125
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,124
15:00.0,125
15:00.0,125
15:00.0,124
15:00.0,125
15:00.0,125
15:00.0,124
15:00.0,124
15:00.0,140
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,125
15:00.0,109
15:00.0,124
15:00.0,124
15:00.0,125
15:00.0,140
15:00.0,125
15:00.0,124
15:00.0,187
15:00.0,156
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,124
15:00.0,124
15:00.0,125
15:00.0,140
15:00.0,124
15:00.0,125
15:00.0,125
15:00.0,109
15:00.0,140
15:00.0,125
15:00.0,124
15:00.0,125
00:00.0,140
00:00.0,156
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,156
00:00.0,156
00:00.0,156
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,171
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,187
00:00.0,265
00:00.0,109
00:00.0,93
00:00.0,124
00:00.0,250
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,109
00:00.0,140
00:00.0,156
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,109
00:00.0,140
00:00.0,109
00:00.0,109
00:00.0,93
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,15
00:00.0,125
00:00.0,109
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,109
00:00.0,171
00:00.0,125
00:00.0,124
00:00.0,140
00:00.0,124
00:00.0,140
00:00.0,125
00:00.0,140
00:00.0,140
00:00.0,124
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,109
00:00.0,109
00:00.0,265
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,125
00:00.0,109
00:00.0,140
00:00.0,156
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,109
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,140
00:00.0,125
00:00.0,109
00:00.0,140
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,124
00:00.0,140
00:00.0,109
00:00.0,125
00:00.0,125
00:00.0,156
00:00.0,109
00:00.0,140
00:00.0,125
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,125
00:00.0,125
00:00.0,109
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,109
00:00.0,187
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,171
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,140
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,140
00:00.0,156
00:00.0,203
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,218
00:00.0,125
00:00.0,125
00:00.0,171
00:00.0,140
00:00.0,125
00:00.0,93
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,125
00:00.0,171
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,234
00:00.0,140
00:00.0,203
00:00.0,140
00:00.0,187
00:00.0,140
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,93
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,93
00:00.0,109
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,124
00:00.0,140
00:00.0,124
00:00.0,156
00:00.0,93
00:00.0,109
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,140
00:00.0,187
00:00.0,124
00:00.0,125
00:00.0,140
00:00.0,124
00:00.0,125
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,265
45:00.0,140
45:00.0,156
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,140
45:00.0,69453
45:00.0,59171
45:00.0,71093
45:00.0,58468
45:00.0,58250
45:00.0,55109
45:00.0,48890
45:00.0,46859
45:00.0,46015
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,218
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,15
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,42218
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,124
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,156
45:00.0,265
45:00.0,187
45:00.0,124
45:00.0,38750
45:00.0,38656
45:00.0,30609
45:00.0,25765
45:00.0,24578
45:00.0,22859
45:00.0,20046
45:00.0,15234
45:00.0,14265
45:00.0,11890
45:00.0,11546
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,15
45:00.0,125
45:00.0,125
45:00.0,109
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,156
45:00.0,124
45:00.0,140
45:00.0,156
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,156
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,171
45:00.0,156
45:00.0,124
45:00.0,124
45:00.0,124
45:00.0,156
45:00.0,124
45:00.0,124
45:00.0,124
45:00.0,140
45:00.0,72140
45:00.0,71484
45:00.0,140
45:00.0,125
45:00.0,203
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,156
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,109
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,249
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,249
45:00.0,171
45:00.0,140
45:00.0,41984
30:00.0,250
30:00.0,124
30:00.0,125
30:00.0,125
30:00.0,125
30:00.0,140
30:00.0,124
30:00.0,109
30:00.0,125
30:00.0,140
30:00.0,140
30:00.0,124
30:00.0,125
30:00.0,124
30:00.0,124
30:00.0,125
30:00.0,124
30:00.0,125
30:00.0,125
30:00.0,125
30:00.0,109
30:00.0,125
30:00.0,125
30:00.0,140
30:00.0,61781
30:00.0,57953
30:00.0,55344
30:00.0,54797
30:00.0,53515
30:00.0,52531
30:00.0,51687
30:00.0,52031
30:00.0,51265
30:00.0,51437
30:00.0,50984
30:00.0,51250
30:00.0,50890
30:00.0,49469
30:00.0,48937
30:00.0,48047
30:00.0,46328
30:00.0,44578
30:00.0,44297
30:00.0,43656
30:00.0,43375
30:00.0,43094
30:00.0,42781
30:00.0,42484
30:00.0,42140
30:00.0,41750
30:00.0,41531
30:00.0,41328
30:00.0,41125
30:00.0,36031
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,34062
30:00.0,20062
30:00.0,29906
30:00.0,9390
30:00.0,171
30:00.0,140
30:00.0,140
30:00.0,125
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,124
30:00.0,140
30:00.0,124
30:00.0,140
30:00.0,125
30:00.0,124
30:00.0,140
30:00.0,140
30:00.0,124
30:00.0,125
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,58922
30:00.0,56672
30:00.0,125
30:00.0,52922
30:00.0,52812
30:00.0,51125
30:00.0,48125
30:00.0,44453
30:00.0,41875
30:00.0,33765
30:00.0,33672
30:00.0,28203
30:00.0,27890
30:00.0,21750
30:00.0,140
30:00.0,125
30:00.0,124
30:00.0,140
30:00.0,139
30:00.0,140
30:00.0,218
30:00.0,124
30:00.0,234
30:00.0,140
30:00.0,124
30:00.0,140
30:00.0,124
30:00.0,171
30:00.0,125
30:00.0,140
30:00.0,124
30:00.0,124
30:00.0,109
30:00.0,218
30:00.0,124
30:00.0,125
30:00.0,125
30:00.0,203
30:00.0,140
30:00.0,218
30:00.0,0
30:00.0,109
30:00.0,125
30:00.0,109
30:00.0,156
30:00.0,234
30:00.0,124
30:00.0,109
30:00.0,187
30:00.0,109
30:00.0,125
30:00.0,125
30:00.0,140
30:00.0,62516
30:00.0,124
30:00.0,109
30:00.0,125
30:00.0,109
30:00.0,140
30:00.0,124
30:00.0,124
30:00.0,109
30:00.0,109
30:00.0,359
30:00.0,437
30:00.0,109
30:00.0,109
30:00.0,109
30:00.0,171
30:00.0,109
30:00.0,109
30:00.0,124
30:00.0,125
30:00.0,125
30:00.0,218
30:00.0,125
30:00.0,109
30:00.0,125
30:00.0,109
30:00.0,125
30:00.0,109
30:00.0,124
30:00.0,203
30:00.0,109
30:00.0,124
30:00.0,124
30:00.0,140
30:00.0,249
30:00.0,109
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,109
30:00.0,124
30:00.0,125
30:00.0,140
30:00.0,140
30:00.0,124
30:00.0,125
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,125
30:00.0,140
30:00.0,124
30:00.0,156
30:00.0,124
30:00.0,125
30:00.0,140
30:00.0,125
30:00.0,281
30:00.0,125
30:00.0,124
30:00.0,140
30:00.0,125
30:00.0,125
30:00.0,124
15:00.0,140
15:00.0,156
15:00.0,140
15:00.0,124
15:00.0,140
15:00.0,124
15:00.0,109
15:00.0,140
15:00.0,125
15:00.0,125
15:00.0,124
15:00.0,140
15:00.0,140
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,125
15:00.0,156
15:00.0,218
15:00.0,124
15:00.0,171
15:00.0,156
15:00.0,140
15:00.0,124
15:00.0,140
15:00.0,125
15:00.0,125
15:00.0,140
15:00.0,140
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,109
15:00.0,140
15:00.0,140
15:00.0,140
15:00.0,171
15:00.0,140
15:00.0,124
15:00.0,140
15:00.0,140
15:00.0,140
15:00.0,140
15:00.0,124
15:00.0,140
15:00.0,140
15:00.0,124
15:00.0,140
15:00.0,109
15:00.0,109
15:00.0,312
15:00.0,281
15:00.0,124
15:00.0,140
15:00.0,109
15:00.0,109
15:00.0,125
15:00.0,109
15:00.0,124
15:00.0,140
15:00.0,109
15:00.0,124
15:00.0,140
15:00.0,140
15:00.0,156
15:00.0,140
15:00.0,140
15:00.0,140
15:00.0,140
15:00.0,140
15:00.0,140
15:00.0,109
15:00.0,124
15:00.0,124
15:00.0,109
15:00.0,171
15:00.0,125
15:00.0,124
15:00.0,109
15:00.0,125
15:00.0,359
15:00.0,109
15:00.0,109
15:00.0,250
15:00.0,156
15:00.0,187
15:00.0,156
15:00.0,109
15:00.0,109
15:00.0,140
15:00.0,140
15:00.0,140
15:00.0,250
15:00.0,140
15:00.0,140
15:00.0,140
15:00.0,109
15:00.0,140
15:00.0,140
15:00.0,125
15:00.0,140
15:00.0,124
15:00.0,140
15:00.0,109
15:00.0,140
15:00.0,125
15:00.0,125
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,125
15:00.0,234
15:00.0,125
15:00.0,109
15:00.0,109
15:00.0,125
15:00.0,140
15:00.0,125
15:00.0,109
15:00.0,109
15:00.0,125
15:00.0,109
15:00.0,109
15:00.0,125
15:00.0,140
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,125
15:00.0,234
15:00.0,124
15:00.0,125
15:00.0,140
15:00.0,124
15:00.0,140
15:00.0,140
15:00.0,109
15:00.0,156
15:00.0,140
15:00.0,124
15:00.0,140
15:00.0,124
15:00.0,125
15:00.0,125
15:00.0,109
15:00.0,140
15:00.0,124
15:00.0,109
15:00.0,125
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,171
15:00.0,140
15:00.0,125
15:00.0,124
15:00.0,109
15:00.0,125
15:00.0,125
15:00.0,109
15:00.0,124
15:00.0,125
15:00.0,140
15:00.0,140
15:00.0,125
15:00.0,125
15:00.0,140
15:00.0,140
15:00.0,140
15:00.0,140
15:00.0,109
15:00.0,109
15:00.0,140
15:00.0,140
15:00.0,124
15:00.0,109
15:00.0,140
15:00.0,109
15:00.0,125
15:00.0,187
15:00.0,109
15:00.0,187
15:00.0,109
15:00.0,125
15:00.0,250
15:00.0,124
15:00.0,124
15:00.0,124
15:00.0,140
15:00.0,140
15:00.0,140
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,140
15:00.0,125
15:00.0,140
15:00.0,124
15:00.0,140
15:00.0,109
15:00.0,109
15:00.0,140
15:00.0,109
15:00.0,125
15:00.0,109
15:00.0,140
15:00.0,140
15:00.0,140
15:00.0,109
00:00.0,93
00:00.0,125
00:00.0,140
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,124
00:00.0,124
00:00.0,968
00:00.0,3343
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,109
00:00.0,15
00:00.0,125
00:00.0,124
00:00.0,109
00:00.0,140
00:00.0,140
00:00.0,124
00:00.0,140
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,109
00:00.0,156
00:00.0,140
00:00.0,18422
00:00.0,17828
00:00.0,16343
00:00.0,15718
00:00.0,13921
00:00.0,15531
00:00.0,13218
00:00.0,12703
00:00.0,11656
00:00.0,11078
00:00.0,7234
00:00.0,5390
00:00.0,140
00:00.0,140
00:00.0,125
00:00.0,125
00:00.0,140
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,124
00:00.0,140
00:00.0,124
00:00.0,124
00:00.0,124
00:00.0,140
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,124
00:00.0,109
00:00.0,140
00:00.0,125
00:00.0,24943
00:00.0,27646
00:00.0,28427
00:00.0,28614
00:00.0,29021
00:00.0,30208
00:00.0,33739
00:00.0,40596
00:00.0,62482
00:00.0,124
00:00.0,125
00:00.0,68685
00:00.0,68997
00:00.0,71576
00:00.0,70107
00:00.0,73701
00:00.0,76357
00:00.0,140
00:00.0,77169
00:00.0,79279
00:00.0,109
00:00.0,82716
00:00.0,82904
00:00.0,84810
00:00.0,90232
00:00.0,91529
00:00.0,91716
00:00.0,97685
00:00.0,104654
00:00.0,114123
00:00.0,116170
00:00.0,117342
00:00.0,120279
00:00.0,131061
00:00.0,137061
00:00.0,124
00:00.0,140
00:00.0,125
00:00.0,1203
00:00.0,13612
00:00.0,14284
00:00.0,124
00:00.0,19114
00:00.0,23849
00:00.0,24396
00:00.0,124
00:00.0,140
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,140
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,138076
00:00.0,147670
00:00.0,0
00:00.0,124
00:00.0,140
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,140
00:00.0,124
00:00.0,124
00:00.0,125
00:00.0,140
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,125
00:00.0,124
00:00.0,140
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,0
00:00.0,124
00:00.0,109
00:00.0,125
00:00.0,125
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,109
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,124
00:00.0,125
00:00.0,109
00:00.0,124
00:00.0,140
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,140
00:00.0,140
00:00.0,125
00:00.0,125
00:00.0,109
00:00.0,125
00:00.0,124
00:00.0,171
00:00.0,124
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,312
00:00.0,124
00:00.0,125
00:00.0,125
00:00.0,124
00:00.0,124
00:00.0,109
00:00.0,124
00:00.0,124
00:00.0,124
00:00.0,109
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,124
00:00.0,109
00:00.0,124
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,125
00:00.0,124
00:00.0,140
00:00.0,125
00:00.0,140
00:00.0,124
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,124
00:00.0,124
00:00.0,125
00:00.0,140
00:00.0,140
00:00.0,125
00:00.0,125
00:00.0,171
00:00.0,125
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,140
00:00.0,124
00:00.0,140
00:00.0,125
00:00.0,124
45:00.0,125
45:00.0,140
45:00.0,171
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,156
45:00.0,124
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,125
45:00.0,156
45:00.0,218
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,124
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,156
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,156
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,156
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,171
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,125
45:00.0,124
45:00.0,218
45:00.0,125
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,171
45:00.0,328
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,156
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,203
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,218
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,281
45:00.0,156
45:00.0,125
45:00.0,124
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,203
45:00.0,125
45:00.0,125
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,156
45:00.0,187
45:00.0,171
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,124
45:00.0,125
45:00.0,140
45:00.0,250
45:00.0,124
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,421
45:00.0,328
45:00.0,124
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,124
45:00.0,234
45:00.0,156
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,265
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,124
45:00.0,125
45:00.0,125
45:00.0,140
45:00.0,125
45:00.0,171
45:00.0,124
45:00.0,125
45:00.0,124
45:00.0,125
45:00.0,156
45:00.0,140
45:00.0,124
45:00.0,140
45:00.0,140
45:00.0,156
45:00.0,140
45:00.0,156
45:00.0,281
45:00.0,328
45:00.0,187
45:00.0,156
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,140
45:00.0,203
45:00.0,140
45:00.0,156
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,203
45:00.0,140
45:00.0,140
45:00.0,125
45:00.0,140
45:00.0,156
45:00.0,125
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,124
45:00.0,140
45:00.0,125
45:00.0,140
30:00.0,6734
30:00.0,140
30:00.0,125
30:00.0,171
30:00.0,125
30:00.0,124
30:00.0,109
30:00.0,109
30:00.0,124
30:00.0,124
30:00.0,109
30:00.0,140
30:00.0,140
30:00.0,124
30:00.0,109
30:00.0,140
30:00.0,125
30:00.0,124
30:00.0,125
30:00.0,140
30:00.0,124
30:00.0,125
30:00.0,125
30:00.0,124
30:00.0,109
30:00.0,15
30:00.0,234
30:00.0,140
30:00.0,109
30:00.0,124
30:00.0,124
30:00.0,140
30:00.0,124
30:00.0,125
30:00.0,109
30:00.0,124
30:00.0,124
30:00.0,140
30:00.0,140
30:00.0,125
30:00.0,125
30:00.0,124
30:00.0,109
30:00.0,125
30:00.0,124
30:00.0,156
30:00.0,124
30:00.0,124
30:00.0,140
30:00.0,140
30:00.0,125
30:00.0,140
30:00.0,125
30:00.0,109
30:00.0,124
30:00.0,140
30:00.0,125
30:00.0,140
30:00.0,124
30:00.0,140
30:00.0,109
30:00.0,125
30:00.0,125
30:00.0,125
30:00.0,109
30:00.0,125
30:00.0,125
30:00.0,15
30:00.0,125
30:00.0,109
30:00.0,124
30:00.0,124
30:00.0,125
30:00.0,124
30:00.0,140
30:00.0,125
30:00.0,124
30:00.0,125
30:00.0,468
30:00.0,171
30:00.0,265
30:00.0,140
30:00.0,265
30:00.0,156
30:00.0,125
30:00.0,124
30:00.0,109
30:00.0,140
30:00.0,125
30:00.0,140
30:00.0,140
30:00.0,140
30:00.0,125
30:00.0,125
30:00.0,171
30:00.0,125
30:00.0,125
30:00.0,140
30:00.0,125
30:00.0,125
30:00.0,124
30:00.0,124
30:00.0,125
30:00.0,125
30:00.0,125
30:00.0,125
30:00.0,140
30:00.0,125
30:00.0,0
30:00.0,125
30:00.0,125
30:00.0,124
30:00.0,140
30:00.0,124
30:00.0,124
30:00.0,125
30:00.0,125
30:00.0,156
30:00.0,125
30:00.0,125
30:00.0,109
30:00.0,125
30:00.0,125
30:00.0,125
30:00.0,109
30:00.0,124
30:00.0,156
30:00.0,124
30:00.0,171
30:00.0,124
30:00.0,125
30:00.0,140
30:00.0,156
30:00.0,109
30:00.0,124
30:00.0,140
30:00.0,109
30:00.0,140
30:00.0,124
30:00.0,142
30:00.0,125
30:00.0,125
30:00.0,140
30:00.0,125
30:00.0,125
30:00.0,125
30:00.0,125
30:00.0,124
30:00.0,125
30:00.0,124
30:00.0,125
30:00.0,140
30:00.0,125
30:00.0,125
30:00.0,124
30:00.0,109
30:00.0,156
30:00.0,124
30:00.0,187
30:00.0,140
30:00.0,125
30:00.0,109
30:00.0,133078
30:00.0,130891
30:00.0,93047
30:00.0,92766
30:00.0,92438
30:00.0,90391
30:00.0,90281
30:00.0,90203
30:00.0,86688
30:00.0,86188
30:00.0,85984
30:00.0,84703
30:00.0,84453
30:00.0,83141
30:00.0,77781
30:00.0,76187
30:00.0,74594
30:00.0,69703
30:00.0,67719
30:00.0,42109
30:00.0,38453
30:00.0,37843
30:00.0,29984
30:00.0,27797
30:00.0,25875
30:00.0,26234
30:00.0,24328
30:00.0,24000
30:00.0,23328
30:00.0,22687
30:00.0,22625
30:00.0,19797
30:00.0,19500
30:00.0,19468
30:00.0,19172
30:00.0,17234
30:00.0,16109
30:00.0,15390
30:00.0,14921
30:00.0,13421
30:00.0,12625
30:00.0,12015
30:00.0,10406
30:00.0,8921
30:00.0,8015
15:00.0,125
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,124
15:00.0,125
15:00.0,124
15:00.0,124
15:00.0,125
15:00.0,124
15:00.0,124
15:00.0,140
15:00.0,140
15:00.0,0
15:00.0,109
15:00.0,140
15:00.0,140
15:00.0,125
15:00.0,124
15:00.0,109
15:00.0,125
15:00.0,124
15:00.0,124
15:00.0,125
15:00.0,124
15:00.0,109
15:00.0,124
15:00.0,140
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,124
15:00.0,124
15:00.0,124
15:00.0,124
15:00.0,140
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,156
15:00.0,124
15:00.0,125
15:00.0,140
15:00.0,109
15:00.0,125
15:00.0,140
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,124
15:00.0,187
15:00.0,124
15:00.0,125
15:00.0,140
15:00.0,124
15:00.0,125
15:00.0,125
15:00.0,187
15:00.0,109
15:00.0,109
15:00.0,124
15:00.0,124
15:00.0,109
15:00.0,109
15:00.0,171
15:00.0,124
15:00.0,124
15:00.0,109
15:00.0,124
15:00.0,124
15:00.0,124
15:00.0,125
15:00.0,187
15:00.0,140
15:00.0,140
15:00.0,140
15:00.0,109
15:00.0,125
15:00.0,124
15:00.0,109
15:00.0,125
15:00.0,125
15:00.0,125
15:00.0,140
15:00.0,125
15:00.0,140
15:00.0,125
